Sample Size:	187.0	133.0	145.0	172.0	121.0	96.0	94.0	92.0	109.0	165.0	114.0	152.0	126.0	217.0	279.0	568.0	410.0	593.0	472.0	243.0	97.0	68.0	62.0	88.0	45.0	45.0	58.0	66.0	61.0	53.0	67.0	136.0	190.0	210.0	237.0	260.0	273.0	263.0	211.0	207.0	171.0	112.0	76.0	251.0	141.0	127.0	115.0	134.0	
Snow Goose	0.0053476	0.0	0.2413793	0.0232558	0.0	0.0104167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048309	0.0	0.0	0.0	0.0	0.0	0.015748	0.0086957	0.0	
Brant	0.1069519	0.037594	0.0344828	0.0755814	0.1239669	0.0208333	0.0851064	0.076087	0.0733945	0.0545455	0.0438596	0.0394737	0.047619	0.0138249	0.0358423	0.0352113	0.0463415	0.0118044	0.0105932	0.0041152	0.0103093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0114068	0.0236967	0.0338164	0.0292398	0.0267857	0.0394737	0.0159363	0.035461	0.0472441	0.1217391	0.0970149	
Cackling Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038023	0.0	0.0289855	0.005848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Canada Goose	0.5828877	0.3834586	0.5655172	0.5290698	0.4132231	0.2291667	0.4893617	0.5434783	0.5321101	0.5272727	0.4122807	0.4539474	0.484127	0.4562212	0.483871	0.4859155	0.4804878	0.4856661	0.3961864	0.4197531	0.4020619	0.2205882	0.2258065	0.2727273	0.1555556	0.3111111	0.3965517	0.3484848	0.2622951	0.3207547	0.2686567	0.25	0.2210526	0.2809524	0.1729958	0.2346154	0.2344322	0.2205323	0.2417062	0.3140097	0.1695906	0.1964286	0.2236842	0.1115538	0.2978723	0.3622047	0.5130435	0.4402985	
Cackling/Canada Goose	0.0	0.0	0.0	0.0	0.0	0.0104167	0.0212766	0.0217391	0.0	0.0060606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
goose sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047393	0.0048309	0.0	0.0	0.0131579	0.0	0.0	0.0	0.0086957	0.0	
Mute Swan	0.026738	0.0075188	0.0137931	0.005814	0.0082645	0.0	0.0	0.0	0.0	0.0	0.0	0.0065789	0.0	0.0	0.0035842	0.0	0.0	0.0016863	0.0	0.0	0.0	0.0	0.0	0.0015	0.0222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.003663	0.0	0.0	0.0048309	0.0	0.0	0.0	0.0039841	0.0	0.0	0.0521739	0.0149254	
Tundra Swan	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Duck	0.0481283	0.0451128	0.0206897	0.1046512	0.0165289	0.0833333	0.0744681	0.0543478	0.0183486	0.0484848	0.0263158	0.0592105	0.0079365	0.0184332	0.0179211	0.0035211	0.0121951	0.0134907	0.0233051	0.0	0.0412371	0.0	0.016129	0.0113636	0.0444444	0.0222222	0.0	0.0151515	0.0	0.0188679	0.0298507	0.0220588	0.0157895	0.0190476	0.0084388	0.0115385	0.0622711	0.0494297	0.0616114	0.1062802	0.0233918	0.0178571	0.0526316	0.0677291	0.0992908	0.1023622	0.173913	0.0970149	
Northern Shoveler	0.3636364	0.1654135	0.3724138	0.3662791	0.3553719	0.1875	0.3297872	0.25	0.293578	0.2848485	0.1754386	0.125	0.1904762	0.2304147	0.1003584	0.0035211	0.0	0.0168634	0.0021186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0188679	0.0149254	0.0220588	0.0105263	0.0333333	0.0590717	0.1038462	0.0952381	0.1026616	0.0758294	0.2657005	0.1520468	0.25	0.2631579	0.0836653	0.141844	0.1968504	0.2521739	0.2014925	
Gadwall	0.3048128	0.112782	0.1448276	0.1569767	0.1818182	0.0520833	0.106383	0.0869565	0.0642202	0.0848485	0.0701754	0.0394737	0.047619	0.078341	0.0716846	0.1355634	0.1585366	0.1686341	0.1313559	0.2098765	0.1134021	0.0588235	0.0806452	0.0681818	0.1333333	0.0888889	0.0344828	0.0606061	0.0	0.0566038	0.0597015	0.0514706	0.0947368	0.1190476	0.1054852	0.1	0.0879121	0.1102662	0.0947867	0.057971	0.0467836	0.1607143	0.1052632	0.0557769	0.1276596	0.0944882	0.1391304	0.1119403	
American Wigeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029304	0.026616	0.0047393	0.0048309	0.0	0.0	0.0	0.0	0.0	0.0	0.0086957	0.0015	
Mallard	0.5989305	0.3834586	0.5655172	0.5348837	0.5289256	0.3229167	0.4680851	0.4456522	0.5229358	0.5333333	0.4912281	0.5657895	0.6031746	0.562212	0.5483871	0.5827465	0.602439	0.5952782	0.5190678	0.526749	0.5051546	0.3970588	0.4354839	0.4318182	0.3555556	0.3777778	0.3965517	0.4545455	0.3278689	0.5471698	0.4626866	0.4117647	0.4210526	0.4047619	0.4219409	0.4115385	0.4505495	0.3840304	0.3791469	0.4396135	0.3099415	0.3392857	0.4078947	0.1952191	0.3829787	0.4409449	0.5130435	0.4477612	
