Sample Size:	16.0	26.0	10.0	19.0	20.0	10.0	17.0	10.0	21.0	15.0	52.0	72.0	68.0	39.0	62.0	100.0	130.0	101.0	103.0	61.0	15.0	13.0	21.0	10.0	13.0	5.0	23.0	24.0	11.0	10.0	20.0	83.0	47.0	82.0	52.0	47.0	60.0	78.0	63.0	95.0	36.0	32.0	30.0	51.0	25.0	26.0	28.0	35.0	
Snow Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1538462	0.0952381	0.0105263	0.0555556	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	
Brant	0.0	0.0384615	0.0015	0.0	0.0015	0.2	0.1764706	0.0	0.047619	0.0666667	0.0384615	0.0277778	0.0882353	0.0015	0.0806452	0.04	0.0230769	0.009901	0.038835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1025641	0.0634921	0.0105263	0.0015	0.0	0.0	0.0196078	0.0	0.0384615	0.0	0.0857143	
Canada Goose	0.25	0.3076923	0.4	0.2631579	0.25	0.3	0.4117647	0.4	0.4285714	0.4	0.4230769	0.5	0.4558824	0.5641026	0.5483871	0.43	0.4846154	0.3861386	0.4174757	0.4098361	0.5333333	0.3846154	0.2857143	0.4	0.3846154	0.0	0.3043478	0.25	0.0	0.3	0.25	0.5903614	0.3191489	0.1585366	0.0576923	0.1702128	0.1333333	0.525641	0.4126984	0.2631579	0.3333333	0.4375	0.2666667	0.4313725	0.24	0.3461538	0.3214286	0.3142857	
Mute Swan	0.0	0.0384615	0.0	0.0526316	0.05	0.0	0.0	0.1	0.047619	0.0	0.0576923	0.0416667	0.0441176	0.0512821	0.0483871	0.0	0.0230769	0.0	0.0	0.0163934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0963855	0.1276596	0.0	0.0192308	0.0	0.05	0.0	0.0	0.0105263	0.0	0.03125	0.0333333	0.1372549	0.0	0.0015	0.0	0.0857143	
Wood Duck	0.0	0.0384615	0.0	0.0015	0.05	0.1	0.0	0.0015	0.0	0.2	0.0769231	0.0277778	0.0147059	0.0	0.0806452	0.01	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0416667	0.0	0.1	0.0	0.0481928	0.0212766	0.0	0.0	0.1276596	0.0666667	0.0384615	0.0634921	0.0631579	0.0	0.09375	0.0666667	0.0392157	0.04	0.1153846	0.1071429	0.0571429	
Northern Shoveler	0.1875	0.2692308	0.3	0.1052632	0.1	0.2	0.2352941	0.1	0.2380952	0.1333333	0.2307692	0.1527778	0.0882353	0.0512821	0.0967742	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031746	0.0105263	0.0277778	0.15625	0.1333333	0.1960784	0.16	0.2307692	0.1428571	0.2285714	
Gadwall	0.0625	0.0384615	0.1	0.1052632	0.0	0.1	0.0588235	0.0	0.047619	0.0666667	0.0769231	0.1111111	0.0588235	0.0	0.1129032	0.12	0.0461538	0.0693069	0.0776699	0.1639344	0.0666667	0.0769231	0.0952381	0.0	0.0015	0.0	0.0434783	0.0	0.0	0.0	0.0	0.0	0.0638298	0.0609756	0.0961538	0.106383	0.1166667	0.0384615	0.0952381	0.0947368	0.0277778	0.15625	0.1	0.2156863	0.12	0.1538462	0.0	0.0571429	
Mallard	0.375	0.3461538	0.6	0.5263158	0.45	0.7	0.5882353	0.5	0.4285714	0.4666667	0.5192308	0.5972222	0.5147059	0.5384615	0.6774194	0.53	0.5769231	0.4851485	0.5533981	0.5081967	0.6	0.5384615	0.3809524	0.5	0.3846154	0.4	0.3478261	0.2083333	0.1818182	0.3	0.45	0.373494	0.4468085	0.2073171	0.2884615	0.3191489	0.4333333	0.2307692	0.2857143	0.2631579	0.1388889	0.4375	0.5666667	0.5686275	0.44	0.3846154	0.3214286	0.4285714	
American Black Duck	0.3125	0.1923077	0.4	0.3684211	0.25	0.3	0.2941176	0.3	0.0952381	0.1333333	0.0384615	0.0138889	0.0	0.025641	0.016129	0.0015	0.0015	0.009901	0.0	0.0015	0.1333333	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0120482	0.0	0.0121951	0.0192308	0.0212766	0.0166667	0.0384615	0.015873	0.0631579	0.0833333	0.1875	0.1	0.1960784	0.04	0.1538462	0.0	0.0857143	
