Sample Size:	148.0	124.0	144.0	146.0	127.0	131.0	127.0	105.0	100.0	192.0	180.0	183.0	260.0	297.0	183.0	304.0	593.0	460.0	261.0	307.0	85.0	57.0	33.0	53.0	49.0	85.0	82.0	130.0	129.0	69.0	89.0	109.0	130.0	160.0	160.0	204.0	169.0	206.0	217.0	274.0	109.0	157.0	71.0	107.0	102.0	82.0	66.0	224.0	
Snow Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0038462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048544	0.0	0.0	0.0091743	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	
Brant	0.0945946	0.1935484	0.0694444	0.2739726	0.2283465	0.0763359	0.1181102	0.0952381	0.04	0.0572917	0.0722222	0.0601093	0.0384615	0.0639731	0.0874317	0.0197368	0.0168634	0.0369565	0.0191571	0.0065147	0.0117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0322581	0.0182482	0.0733945	0.0509554	0.0140845	0.0841121	0.0196078	0.0487805	0.1060606	0.0267857	
Barnacle Goose	0.0	0.0	0.0	0.2328767	0.0551181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cackling Goose	0.0	0.0	0.0	0.0	0.015748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brant x Cackling Goose (hybrid)	0.0	0.0	0.0	0.0	0.007874	0.0	0.0	0.0	0.0	0.0	0.0055556	0.0054645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Canada Goose	0.4256757	0.4758065	0.4166667	0.4452055	0.496063	0.4351145	0.3228346	0.2857143	0.41	0.5104167	0.6333333	0.5245902	0.5038462	0.4949495	0.5409836	0.5526316	0.470489	0.4369565	0.4061303	0.4397394	0.4117647	0.3684211	0.1515152	0.2641509	0.2040816	0.2117647	0.1585366	0.2076923	0.3488372	0.3043478	0.2808989	0.3027523	0.3076923	0.33125	0.23125	0.2205882	0.2485207	0.3009709	0.3179724	0.2372263	0.2844037	0.3312102	0.3802817	0.4766355	0.245098	0.5	0.5606061	0.15625	
Cackling/Canada Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	
goose sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046083	0.0036496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mute Swan	0.0	0.0	0.0	0.0	0.0	0.0	0.007874	0.0	0.0	0.0	0.0166667	0.0163934	0.05	0.003367	0.0015	0.0032895	0.0118044	0.0021739	0.0	0.0015	0.0117647	0.0	0.0	0.0	0.0204082	0.0117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0098039	0.0	0.0	0.0138249	0.0182482	0.0183486	0.0509554	0.0	0.0186916	0.0	0.0243902	0.0151515	0.0044643	
swan sp.	0.0	0.0	0.0	0.0	0.0	0.0076336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
